channel_Title,video_id,Title,Thumbnail_url,Published_date,Views,Likes,Comment_count,video_url
Krish Naik,SkzmbeYCtiU,Tutorial 10- Deployment Of ML Application In Azure Cloud Using Github Actions,https://i.ytimg.com/vi/SkzmbeYCtiU/mqdefault.jpg,2023-03-31,2286,113,11,https://www.youtube.com/embed/SkzmbeYCtiU
Krish Naik,8vmKtS8W7IQ,Complete Dockers For Data Science Tutorial In One Shot,https://i.ytimg.com/vi/8vmKtS8W7IQ/mqdefault.jpg,2023-03-29,10988,461,33,https://www.youtube.com/embed/8vmKtS8W7IQ
Krish Naik,1m3CPP-93RI,End To End Data Science Project Implementation In One Shot- Part 1,https://i.ytimg.com/vi/1m3CPP-93RI/mqdefault.jpg,2023-03-26,15989,696,49,https://www.youtube.com/embed/1m3CPP-93RI
Krish Naik,6I2m7VtGLU4,Judging India's Largest Hackathon @physicswallah,https://i.ytimg.com/vi/6I2m7VtGLU4/mqdefault.jpg,2023-03-20,6329,224,15,https://www.youtube.com/embed/6I2m7VtGLU4
Krish Naik,gbJn2Ls2QsI,Tutorial 9-End To End ML Project-Deployment In AWS Cloud Using CICD Pipelines,https://i.ytimg.com/vi/gbJn2Ls2QsI/mqdefault.jpg,2023-03-18,12602,325,67,https://www.youtube.com/embed/gbJn2Ls2QsI
Krish Naik,d6Jw5hGb65Y,Tutorial 8-End To End ML Project-Create Prediction Pipeline Using Flask Web APP,https://i.ytimg.com/vi/d6Jw5hGb65Y/mqdefault.jpg,2023-03-16,7931,248,34,https://www.youtube.com/embed/d6Jw5hGb65Y
Krish Naik,oMZA8v4JECY,Tutorial 7-End To End ML Project-Model Hyperparameter Tuning,https://i.ytimg.com/vi/oMZA8v4JECY/mqdefault.jpg,2023-03-14,6092,184,30,https://www.youtube.com/embed/oMZA8v4JECY
Krish Naik,EAWR1kFtEGo,Tutorial 6-End To End ML Project-Model Training And Model Evaluating Component,https://i.ytimg.com/vi/EAWR1kFtEGo/mqdefault.jpg,2023-03-13,6656,280,35,https://www.youtube.com/embed/EAWR1kFtEGo
Krish Naik,Zs2BZkgoivM,Tutorial 5-End To End ML Project-Data Transformation Implementation Using Pipelines,https://i.ytimg.com/vi/Zs2BZkgoivM/mqdefault.jpg,2023-03-11,9342,267,51,https://www.youtube.com/embed/Zs2BZkgoivM
Krish Naik,_0v1UK7smBc,Tutorial 4-End To End ML Project With Deployment- Data Ingestion Implementation Line By Line,https://i.ytimg.com/vi/_0v1UK7smBc/mqdefault.jpg,2023-03-10,9756,299,63,https://www.youtube.com/embed/_0v1UK7smBc
